"indicationid","name","name_noaccent"
"26794","Sequedad cutánea","SEQUEDAD CUTANEA"
"26814","Eccema de contacto","ECCEMA DE CONTACTO"
"26864","Dermatitis atópica, tratamiento complementario (de la)","DERMATITIS ATOPICA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"26874","Embolia pulmonar masiva","EMBOLIA PULMONAR MASIVA"
"26914","EPOC, tratamiento sintomático de los episodios (de la)","EPOC, TRATAMIENTO SINTOMATICO DE LOS EPISODIOS (DE LA)"
"27004","Hemorroides, tratamiento esclerosante (de las)","HEMORROIDES, TRATAMIENTO ESCLEROSANTE (DE LAS)"
"27011","Deficiencia de lactasa","DEFICIENCIA DE LACTASA"
"27013","Amigdalitis","AMIGDALITIS"
"27014","Mantenimiento de la permeabilidad del canal arterial en el preoperatorio","MANTENIMIENTO DE LA PERMEABILIDAD DEL CANAL ARTERIAL EN EL PREOPERATORIO"
"27064","Depurativo, tratamiento fitoterapéutico","DEPURATIVO, TRATAMIENTO FITOTERAPEUTICO"
"27074","Fiebre Q","FIEBRE Q"
"27132","Metástasis cerebral","METASTASIS CEREBRAL"
"27183","Erisipela","ERISIPELA"
"27184","Atonía uterina hemorrágica en el posparto","ATONIA UTERINA HEMORRAGICA EN EL POSPARTO"
"27314","Irritación conjuntival no infecciosa","IRRITACION CONJUNTIVAL NO INFECCIOSA"
"27374","Lupus eritematoso agudo diseminado grave","LUPUS ERITEMATOSO AGUDO DISEMINADO GRAVE"
"27404","Menorragia de los fibromas","MENORRAGIA DE LOS FIBROMAS"
"27434","Micosis sistémica","MICOSIS SISTEMICA"
"27474","Fotodermatosis solar, tratamiento preventivo (de la)","FOTODERMATOSIS SOLAR, TRATAMIENTO PREVENTIVO (DE LA)"
"27554","Intolerancia a los tratamientos sustitutivos de los sujetos con hipotiroidismo","INTOLERANCIA A LOS TRATAMIENTOS SUSTITUTIVOS DE LOS SUJETOS CON HIPOTIROIDISMO"
"27564","Migraña, tratamiento de fondo (de la)","MIGRAÑA, TRATAMIENTO DE FONDO (DE LA)"
"27604","Diabetes con sobrecarga ponderal, tratamiento complementario (de la)","DIABETES CON SOBRECARGA PONDERAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"27614","Hiperlipoproteinemia secundaria","HIPERLIPOPROTEINEMIA SECUNDARIA"
"27624","Angioplastia coronaria, tratamiento preventivo de las complicaciones isquémicas (durante)","ANGIOPLASTIA CORONARIA, TRATAMIENTO PREVENTIVO DE LAS COMPLICACIONES ISQUEMICAS (DURANTE)"
"27644","Angina de pecho, tratamiento preventivo en el periodo precrítico (de la)","ANGINA DE PECHO, TRATAMIENTO PREVENTIVO EN EL PERIODO PRECRITICO (DE LA)"
"27674","Taquicardia supraventricular paroxística, utilización diagnóstica (para la)","TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA, UTILIZACION DIAGNOSTICA (PARA LA)"
"27744","Retinopatía vascular aguda, tratamiento complementario (de la)","RETINOPATIA VASCULAR AGUDA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"27754","Metrorragia con DIU","METRORRAGIA CON DIU"
"27783","Enfermedad de Hodgkin","ENFERMEDAD DE HODGKIN"
"27784","Fisura anal, tratamiento esclerosante (de la)","FISURA ANAL, TRATAMIENTO ESCLEROSANTE (DE LA)"
"27794","Variz esofágica, tratamiento esclerosante (de la)","VARIZ ESOFAGICA, TRATAMIENTO ESCLEROSANTE (DE LA)"
"27814","Quiste sebáceo, tratamiento esclerosante (del)","QUISTE SEBACEO, TRATAMIENTO ESCLEROSANTE (DEL)"
"27824","Lipoma, tratamiento esclerosante (del)","LIPOMA, TRATAMIENTO ESCLEROSANTE (DEL)"
"27834","Quiste mucoide, tratamiento esclerosante (del)","QUISTE MUCOIDE, TRATAMIENTO ESCLEROSANTE (DEL)"
"27874","Deficiencia grave de hormona somatotropa en el adulto","DEFICIENCIA GRAVE DE HORMONA SOMATOTROPA EN EL ADULTO"
"27884","Retraso en el crecimiento debido a una deficiencia de la hormona somatotropa en el niño","RETRASO EN EL CRECIMIENTO DEBIDO A UNA DEFICIENCIA DE LA HORMONA SOMATOTROPA EN EL NIÑO"
"27924","Sueño, trastornos leves (del), tratamiento fitoterapéutico (de los)","SUEÑO, TRASTORNOS LEVES (DEL), TRATAMIENTO FITOTERAPEUTICO (DE LOS)"
"27934","Hipertrigliceridemia, tratamiento complementario (de la)","HIPERTRIGLICERIDEMIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"27944","Bradicardia sinusal durante el infarto, tratamiento preventivo (de la)","BRADICARDIA SINUSAL DURANTE EL INFARTO, TRATAMIENTO PREVENTIVO (DE LA)"
"27964","Exploración funcional en cardiología","EXPLORACION FUNCIONAL EN CARDIOLOGIA"
"27984","Interrupción terapéutica del embarazo pasado el primer trimestre, tratamiento complementario (de la)","INTERRUPCION TERAPEUTICA DEL EMBARAZO PASADO EL PRIMER TRIMESTRE, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"28014","Ataque de pánico, prevención (del)","ATAQUE DE PANICO, PREVENCION (DEL)"
"28024","Erradicación de la colonización nasal de Staphylococcus aureus","ERRADICACION DE LA COLONIZACION NASAL DE STAPHYLOCOCCUS AUREUS"
"28034","Circulación extracorpórea, prevención de la coagulación (de la)","CIRCULACION EXTRACORPOREA, PREVENCION DE LA COAGULACION (DE LA)"
"28044","Hemorrágica del recién nacido, enfermedad, tratamiento preventivo (de la)","HEMORRAGICA DEL RECIEN NACIDO, ENFERMEDAD, TRATAMIENTO PREVENTIVO (DE LA)"
"28054","Osteoporosis posmenopáusica, tratamiento preventivo (de la)","OSTEOPOROSIS POSMENOPAUSICA, TRATAMIENTO PREVENTIVO (DE LA)"
"28234","Tumor sólido del niño","TUMOR SOLIDO DEL NIÑO"
"28284","Septicemia","SEPTICEMIA"
"28324","Ácaro","ACARO"
"28354","Antisepsia de las afecciones cutaneomucosas","ANTISEPSIA DE LAS AFECCIONES CUTANEOMUCOSAS"
"28364","Candidiasis vaginal, tratamiento complementario (de la)","CANDIDIASIS VAGINAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"28374","Candidiasis cutánea, tratamiento complementario (de la)","CANDIDIASIS CUTANEA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"28394","Osteoporosis senil, tratamiento complementario (de la)","OSTEOPOROSIS SENIL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"28404","Sinusitis, tratamiento complementario (de la)","SINUSITIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"28424","Bronquitis, tratamiento complementario (de la)","BRONQUITIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"28434","Asma aguda grave","ASMA AGUDA GRAVE"
"28544","Estreñimiento en el sujeto con colopatía","ESTREÑIMIENTO EN EL SUJETO CON COLOPATIA"
"28554","Insuficiencia lagrimal","INSUFICIENCIA LAGRIMAL"
"28564","Otitis media aguda, tratamiento analgésico local (de la)","OTITIS MEDIA AGUDA, TRATAMIENTO ANALGESICO LOCAL (DE LA)"
"28574","Otitis barotraumática, tratamiento analgésico (de la)","OTITIS BAROTRAUMATICA, TRATAMIENTO ANALGESICO (DE LA)"
"28584","Trastornos funcionales digestivos en el sujeto ansioso","TRASTORNOS FUNCIONALES DIGESTIVOS EN EL SUJETO ANSIOSO"
"28594","Prurito genital","PRURITO GENITAL"
"28643","Contusión","CONTUSION"
"28724","Vaginitis no especificada","VAGINITIS NO ESPECIFICADA"
"28734","Vaginitis pro tricomonas","VAGINITIS PRO TRICOMONAS"
"28794","Condrocalcinosis aguda","CONDROCALCINOSIS AGUDA"
"28813","Neumopatía de inhalación","NEUMOPATIA DE INHALACION"
"28814","Espasticidad crónica grave de origen neurológico","ESPASTICIDAD CRONICA GRAVE DE ORIGEN NEUROLOGICO"
"28824","Calambre muscular, modificador de la diátesis (en caso de)","CALAMBRE MUSCULAR, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"28844","Cistografía subpúbica","CISTOGRAFIA SUBPUBICA"
"28874","Diurético, tratamiento fitoterapéutico","DIURETICO, TRATAMIENTO FITOTERAPEUTICO"
"28894","Obstrucción bronquial en el sujeto traqueotomizado","OBSTRUCCION BRONQUIAL EN EL SUJETO TRAQUEOTOMIZADO"
"28903","Convulsión febril","CONVULSION FEBRIL"
"28934","Hiposialia","HIPOSIALIA"
"28984","Prueba de lavado durante urografía intravenosa","PRUEBA DE LAVADO DURANTE UROGRAFIA INTRAVENOSA"
"28994","Saturnismo","SATURNISMO"
"29024","Hiperuricemia, tratamiento sintomático (de la)","HIPERURICEMIA, TRATAMIENTO SINTOMATICO (DE LA)"
"29044","Inmunodeficiencia humoral","INMUNODEFICIENCIA HUMORAL"
"29054","Hipertrofia benigna de la próstata","HIPERTROFIA BENIGNA DE LA PROSTATA"
"29144","Edema cirrótico","EDEMA CIRROTICO"
"29174","Miastenia, tratamiento complementario (de la)","MIASTENIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"29184","Anestesia tópica","ANESTESIA TOPICA"
"29204","Delírium trémens, tratamiento preventivo (del)","DELIRIUM TREMENS, TRATAMIENTO PREVENTIVO (DEL)"
"29224","Curarización","CURARIZACION"
"29234","Hipertermia maligna peranestésica, tratamiento preventivo (de la)","HIPERTERMIA MALIGNA PERANESTESICA, TRATAMIENTO PREVENTIVO (DE LA)"
"29254","Parkinson, enfermedad (de), tratamiento complementario a la dopaterapia (de la)","PARKINSON, ENFERMEDAD (DE), TRATAMIENTO COMPLEMENTARIO A LA DOPATERAPIA (DE LA)"
"29274","Hipoalbuminemia","HIPOALBUMINEMIA"
"29304","Dolor de intensidad leve a moderada","DOLOR DE INTENSIDAD LEVE A MODERADA"
"29314","Dolor de intensidad moderada a intensa","DOLOR DE INTENSIDAD MODERADA A INTENSA"
"29404","Carencia de vitamina A","CARENCIA DE VITAMINA A"
"29414","Carencia de vitamina B1","CARENCIA DE VITAMINA B1"
"29444","Astenia, tratamiento fitoterapéutico (de la)","ASTENIA, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"29474","Astenia, modificador de la diátesis (en caso de)","ASTENIA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"29524","Migraña, modificador de la diátesis (en caso de)","MIGRAÑA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"29533","Dolor musculoesquelético","DOLOR MUSCULOESQUELETICO"
"29544","Ansiedad, tratamiento de segunda línea (de la)","ANSIEDAD, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"29584","Sueño, trastornos leves (del), modificador de la diátesis (en caso de)","SUEÑO, TRASTORNOS LEVES (DEL), MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"29594","Irritabilidad, modificador de la diátesis (en caso de)","IRRITABILIDAD, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"29604","Distonía neurovegetativa, modificador de la diátesis (en caso de)","DISTONIA NEUROVEGETATIVA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"29614","Espasmofilia, modificador de la diátesis (en caso de)","ESPASMOFILIA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"29694","Premedicación antes de la anestesia","PREMEDICACION ANTES DE LA ANESTESIA"
"29783","Neumonitis","NEUMONITIS"
"29834","Lesión endonasal, tratamiento complementario (de la)","LESION ENDONASAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"29854","Intervención endonasal, tratamiento complementario (de la)","INTERVENCION ENDONASAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"29964","Fragilidad de los capilares, tratamiento fitoterapéutico (de la)","FRAGILIDAD DE LOS CAPILARES, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"29974","Hemorroides, tratamiento fitoterapéutico de la crisis (de)","HEMORROIDES, TRATAMIENTO FITOTERAPEUTICO DE LA CRISIS (DE)"
"30054","Infección respiratoria benigna de las vías altas, tratamiento complementario (de la)","INFECCION RESPIRATORIA BENIGNA DE LAS VIAS ALTAS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"30124","Edema de origen traumático, tratamiento complementario (del)","EDEMA DE ORIGEN TRAUMATICO, TRATAMIENTO COMPLEMENTARIO (DEL)"
"30134","Dolor artrósico, tratamiento complementario (del)","DOLOR ARTROSICO, TRATAMIENTO COMPLEMENTARIO (DEL)"
"30144","Dolor articular, tratamiento fitoterapéutico (del)","DOLOR ARTICULAR, TRATAMIENTO FITOTERAPEUTICO (DEL)"
"30254","Osteoporosis posmenopáusica confirmada, tratamiento preventivo de las fracturas (de la)","OSTEOPOROSIS POSMENOPAUSICA CONFIRMADA, TRATAMIENTO PREVENTIVO DE LAS FRACTURAS (DE LA)"
"30284","Sobrecarga ponderal, modificador de la diátesis (en caso de)","SOBRECARGA PONDERAL, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"30314","Tos, tratamiento fitoterapéutico (de la)","TOS, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"30324","Insuficiencia venolinfática, tratamiento fitoterapéutico (de la)","INSUFICIENCIA VENOLINFATICA, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"30404","Dolor asociado a las metástasis óseas del cáncer de próstata, tratamiento de segunda línea (del)","DOLOR ASOCIADO A LAS METASTASIS OSEAS DEL CANCER DE PROSTATA, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"30434","Nefrotoxicidad del cisplatino, tratamiento preventivo (de la)","NEFROTOXICIDAD DEL CISPLATINO, TRATAMIENTO PREVENTIVO (DE LA)"
"30452","Insomnio de conciliación","INSOMNIO DE CONCILIACION"
"30514","Neutropenia durante tratamiento mielosupresor seguido de trasplante de médula","NEUTROPENIA DURANTE TRATAMIENTO MIELOSUPRESOR SEGUIDO DE TRASPLANTE DE MEDULA"
"30522","Mielodisplásico, síndrome","MIELODISPLASICO, SINDROME"
"30524","Cáncer colorrectal, tratamiento asociado a 5-fluorouracilo (del)","CANCER COLORRECTAL, TRATAMIENTO ASOCIADO A 5-FLUOROURACILO (DEL)"
"30554","Accidente tóxico causado por metotrexato, tratamiento preventivo (del)","ACCIDENTE TOXICO CAUSADO POR METOTREXATO, TRATAMIENTO PREVENTIVO (DEL)"
"30564","Carencia de folatos por malabsorción, tratamiento preventivo (de la)","CARENCIA DE FOLATOS POR MALABSORCION, TRATAMIENTO PREVENTIVO (DE LA)"
"30574","Carencia de folatos durante la nutrición parenteral total, tratamiento preventivo (de la)","CARENCIA DE FOLATOS DURANTE LA NUTRICION PARENTERAL TOTAL, TRATAMIENTO PREVENTIVO (DE LA)"
"30581","Neurosis","NEUROSIS"
"30584","Náuseas y vómitos posquirúrgicos, tratamiento curativo (de)","NAUSEAS Y VOMITOS POSQUIRURGICOS, TRATAMIENTO CURATIVO (DE)"
"30644","Alotrasplantes y autotrasplantes de médula, acondicionamiento (de)","ALOTRASPLANTES Y AUTOTRASPLANTES DE MEDULA, ACONDICIONAMIENTO (DE)"
"30734","Movilización de las células madre","MOVILIZACION DE LAS CELULAS MADRE"
"30744","Anemia ferropénica si la vía ora está contraindicada","ANEMIA FERROPENICA SI LA VIA ORA ESTA CONTRAINDICADA"
"30754","Carencia de folatos","CARENCIA DE FOLATOS"
"30761","Hipofosfatemia","HIPOFOSFATEMIA"
"30804","Contracciones uterinas durante el embarazo, tratamiento complementario (de las)","CONTRACCIONES UTERINAS DURANTE EL EMBARAZO, TRATAMIENTO COMPLEMENTARIO (DE LAS)"
"30834","Acidosis metabólica, tratamiento preventivo (de la)","ACIDOSIS METABOLICA, TRATAMIENTO PREVENTIVO (DE LA)"
"30844","Litiasis úrica, tratamiento preventivo (de la)","LITIASIS URICA, TRATAMIENTO PREVENTIVO (DE LA)"
"30854","Litiasis cistínica, tratamiento preventivo (de la)","LITIASIS CISTINICA, TRATAMIENTO PREVENTIVO (DE LA)"
"30874","Dispepsia, tratamiento fitoterapéutico (de la)","DISPEPSIA, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"30984","Ictiosis, tratamiento complementario (de la)","ICTIOSIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"30994","Psoriasis, tratamiento complementario (de la)","PSORIASIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"31014","Menorragia, tratamiento complementario (de la)","MENORRAGIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"31021","Hipertensión arterial moderada","HIPERTENSION ARTERIAL MODERADA"
"31054","Mastopatía benigna, tratamiento complementario (de la)","MASTOPATIA BENIGNA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"31063","Fibromialgia","FIBROMIALGIA"
"31092","Síndrome hipereosinofílico","SINDROME HIPEREOSINOFILICO"
"31214","Deshidratación, tratamiento preventivo (de la)","DESHIDRATACION, TRATAMIENTO PREVENTIVO (DE LA)"
"31234","Rinitis alérgica, tratamiento de segunda línea (de la)","RINITIS ALERGICA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"31244","Fiebre tifoidea grave, tratamiento corticoterapéutico complementario (de la)","FIEBRE TIFOIDEA GRAVE, TRATAMIENTO CORTICOTERAPEUTICO COMPLEMENTARIO (DE LA)"
"31254","Nefrótico, síndrome, tratamiento de segunda línea (del)","NEFROTICO, SINDROME, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"31264","Radiculalgia, tratamiento de los episodios (de)","RADICULALGIA, TRATAMIENTO DE LOS EPISODIOS (DE)"
"31283","Neurodermatitis","NEURODERMATITIS"
"31284","West, síndrome (de), tratamiento de segunda línea (del)","WEST, SINDROME (DE), TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"31304","Inducción de la ovulación","INDUCCION DE LA OVULACION"
"31334","Estado gripal, modificador de la diátesis (durante el)","ESTADO GRIPAL, MODIFICADOR DE LA DIATESIS (DURANTE EL)"
"31394","Neuropatía óptica, tratamiento de sustitución de la vía inyectable (de la)","NEUROPATIA OPTICA, TRATAMIENTO DE SUSTITUCION DE LA VIA INYECTABLE (DE LA)"
"31534","Candidiasis oral, tratamiento complementario (de la)","CANDIDIASIS ORAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"31554","Dispepsia, modificador de la diátesis (en caso de)","DISPEPSIA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"31564","Afección cutánea, tratamiento antiséptico (de una)","AFECCION CUTANEA, TRATAMIENTO ANTISEPTICO (DE UNA)"
"31573","Laberintitis","LABERINTITIS"
"31574","Anitis","ANITIS"
"31584","Erradicación de los focos estafilocócicos","ERRADICACION DE LOS FOCOS ESTAFILOCOCICOS"
"31644","Herida, úlcera cutánea y escara en la fase de gemación","HERIDA, ULCERA CUTANEA Y ESCARA EN LA FASE DE GEMACION"
"31664","Agitación con agresividad","AGITACION CON AGRESIVIDAD"
"31694","Esquizofrenia","ESQUIZOFRENIA"
"31734","Inhibición en los estados ansiosos","INHIBICION EN LOS ESTADOS ANSIOSOS"
"31762","Otitis media","OTITIS MEDIA"
"31764","Trastorno deficitario de la atención con hiperactividad en el niño","TRASTORNO DEFICITARIO DE LA ATENCION CON HIPERACTIVIDAD EN EL NIÑO"
"31784","Alopecia difusa, tratamiento complementario (de la)","ALOPECIA DIFUSA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"31794","Urticaria aguda","URTICARIA AGUDA"
"31954","Otorrinolaringología, modificador de la diátesis (en)","OTORRINOLARINGOLOGIA, MODIFICADOR DE LA DIATESIS (EN)"
"31964","Verruga plana","VERRUGA PLANA"
"32054","Condiloma genital","CONDILOMA GENITAL"
"32124","Manifestaciones alérgicas, tratamiento complementario (de las)","MANIFESTACIONES ALERGICAS, TRATAMIENTO COMPLEMENTARIO (DE LAS)"
"32144","Alergia, modificador de la diátesis (en el marco de la)","ALERGIA, MODIFICADOR DE LA DIATESIS (EN EL MARCO DE LA)"
"32174","Disolvente utilizado en alergología","DISOLVENTE UTILIZADO EN ALERGOLOGIA"
"32184","Úlcera duodenal, tratamiento complementario (de la)","ULCERA DUODENAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"32194","Erradicación de Helicobacter pylori, tratamiento antisecretor asociado (de la)","ERRADICACION DE HELICOBACTER PYLORI, TRATAMIENTO ANTISECRETOR ASOCIADO (DE LA)"
"32243","Pielonefritis","PIELONEFRITIS"
"32254","Lesión gastroduodenal inducida por AINE, tratamiento curativo (de la)","LESION GASTRODUODENAL INDUCIDA POR AINE, TRATAMIENTO CURATIVO (DE LA)"
"32274","Situación que justifica un tratamiento antisecretor gástrico por vía parenteral","SITUACION QUE JUSTIFICA UN TRATAMIENTO ANTISECRETOR GASTRICO POR VIA PARENTERAL"
"32364","Estreñimiento ocasional, tratamiento breve (del)","ESTREÑIMIENTO OCASIONAL, TRATAMIENTO BREVE (DEL)"
"32384","Diarrea aguda benigna supuestamente bacteriana","DIARREA AGUDA BENIGNA SUPUESTAMENTE BACTERIANA"
"32404","Hiperamoniemia congénita por deficiencia del ciclo de la urea","HIPERAMONIEMIA CONGENITA POR DEFICIENCIA DEL CICLO DE LA UREA"
"32464","Candidiasis en sujetos de riesgo, tratamiento preventivo (de la)","CANDIDIASIS EN SUJETOS DE RIESGO, TRATAMIENTO PREVENTIVO (DE LA)"
"32474","Rectocolitis hemorrágica, tratamiento de mantenimiento (de la)","RECTOCOLITIS HEMORRAGICA, TRATAMIENTO DE MANTENIMIENTO (DE LA)"
"32484","Enfermedad de Crohn, tratamiento de mantenimiento (de la)","ENFERMEDAD DE CROHN, TRATAMIENTO DE MANTENIMIENTO (DE LA)"
"32574","Anestesia anorrectal","ANESTESIA ANORRECTAL"
"32584","Exploración funcional de la secreción gástrica","EXPLORACION FUNCIONAL DE LA SECRECION GASTRICA"
"32594","Diarrea crónica bacteriana","DIARREA CRONICA BACTERIANA"
"32644","Estreñimiento rectal","ESTREÑIMIENTO RECTAL"
"32654","Hepatopatía colestásica crónica","HEPATOPATIA COLESTASICA CRONICA"
"32664","Talalgia","TALALGIA"
"32684","Afección esofagogastroduodenal, tratamiento sintomático de las manifestaciones dolorosas (de la)","AFECCION ESOFAGOGASTRODUODENAL, TRATAMIENTO SINTOMATICO DE LAS MANIFESTACIONES DOLOROSAS (DE LA)"
"32734","Diarrea, tratamiento complementario (de la)","DIARREA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"32744","Epilepsia parcial en monoterapia del adulto","EPILEPSIA PARCIAL EN MONOTERAPIA DEL ADULTO"
"32764","Epilepsia generalizada en monoterapia del niño","EPILEPSIA GENERALIZADA EN MONOTERAPIA DEL NIÑO"
"32774","Epilepsia parcial en monoterapia del niño","EPILEPSIA PARCIAL EN MONOTERAPIA DEL NIÑO"
"32804","Epilepsia post-neuroquirúrgica o neurotraumática, tratamiento preventivo (de la)","EPILEPSIA POST-NEUROQUIRURGICA O NEUROTRAUMATICA, TRATAMIENTO PREVENTIVO (DE LA)"
"32814","Epilepsia generalizada en monoterapia del adulto","EPILEPSIA GENERALIZADA EN MONOTERAPIA DEL ADULTO"
"32824","Lennox-Gastaut refractario, síndrome (de), en politerapia","LENNOX-GASTAUT REFRACTARIO, SINDROME (DE), EN POLITERAPIA"
"32834","Epilepsia parcial del niño, tratamiento asociado (de la)","EPILEPSIA PARCIAL DEL NIÑO, TRATAMIENTO ASOCIADO (DE LA)"
"32864","Epilepsia parcial del adulto, tratamiento asociado (de la)","EPILEPSIA PARCIAL DEL ADULTO, TRATAMIENTO ASOCIADO (DE LA)"
"32874","Parkinson, enfermedad (de), tratamiento asociado a la dopaterapia (de la)","PARKINSON, ENFERMEDAD (DE), TRATAMIENTO ASOCIADO A LA DOPATERAPIA (DE LA)"
"32884","Prueba de la prostigmina para el diagnóstico de la miastenia","PRUEBA DE LA PROSTIGMINA PARA EL DIAGNOSTICO DE LA MIASTENIA"
"32894","Algia facial vascular, tratamiento de fondo (del)","ALGIA FACIAL VASCULAR, TRATAMIENTO DE FONDO (DEL)"
"32904","Vértigo, tratamiento de la crisis (de)","VERTIGO, TRATAMIENTO DE LA CRISIS (DE)"
"32914","Blefaroespasmo","BLEFAROESPASMO"
"32924","Hemiespasmo facial","HEMIESPASMO FACIAL"
"32934","Tortícolis espasmódica","TORTICOLIS ESPASMODICA"
"32954","Oculomotricidad, trastornos (de)","OCULOMOTRICIDAD, TRASTORNOS (DE)"
"32984","Epilepsia generalizada del niño, tratamiento asociado (de la)","EPILEPSIA GENERALIZADA DEL NIÑO, TRATAMIENTO ASOCIADO (DE LA)"
"32994","Esclerosis múltiple remitente-recurrente, tratamiento de fondo de las formas muy activas (de la)","ESCLEROSIS MULTIPLE REMITENTE-RECURRENTE, TRATAMIENTO DE FONDO DE LAS FORMAS MUY ACTIVAS (DE LA)"
"33064","Espasticidad, formas evolucionadas (de)","ESPASTICIDAD, FORMAS EVOLUCIONADAS (DE)"
"33084","Mioclonía cortical","MIOCLONIA CORTICAL"
"33094","Esclerosis lateral amiotrófica, tratamiento de fondo (de la)","ESCLEROSIS LATERAL AMIOTROFICA, TRATAMIENTO DE FONDO (DE LA)"
"33104","Migraña, tratamiento de fondo de segunda línea (de la)","MIGRAÑA, TRATAMIENTO DE FONDO DE SEGUNDA LINEA (DE LA)"
"33114","Migraña, tratamiento de segunda línea de la crisis (de la)","MIGRAÑA, TRATAMIENTO DE SEGUNDA LINEA DE LA CRISIS (DE LA)"
"33134","Accidente cerebrovascular isquémico, tratamiento preventivo de recidivas (de un)","ACCIDENTE CEREBROVASCULAR ISQUEMICO, TRATAMIENTO PREVENTIVO DE RECIDIVAS (DE UN)"
"33144","Bronquitis, tratamiento fitoterapéutico (de la)","BRONQUITIS, TRATAMIENTO FITOTERAPEUTICO (DE LA)"
"33164","Asma","ASMA"
"33184","Prueba de reversibilidad de la obstrucción bronquial durante exploraciones funcionales respiratorias","PRUEBA DE REVERSIBILIDAD DE LA OBSTRUCCION BRONQUIAL DURANTE EXPLORACIONES FUNCIONALES RESPIRATORIAS"
"33194","Asma, tratamiento sintomático continuo asociado (del)","ASMA, TRATAMIENTO SINTOMATICO CONTINUO ASOCIADO (DEL)"
"33204","EPOC, tratamiento sintomático continuo asociado (de la)","EPOC, TRATAMIENTO SINTOMATICO CONTINUO ASOCIADO (DE LA)"
"33234","Asma aguda grave, tratamiento de segunda línea (del)","ASMA AGUDA GRAVE, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"33244","Asma, tratamiento asociado de la crisis (de)","ASMA, TRATAMIENTO ASOCIADO DE LA CRISIS (DE)"
"33274","Asma aguda grave, tratamiento asociado (del)","ASMA AGUDA GRAVE, TRATAMIENTO ASOCIADO (DEL)"
"33284","Asma persistente moderada, tratamiento de fondo (del)","ASMA PERSISTENTE MODERADA, TRATAMIENTO DE FONDO (DEL)"
"33294","Asma persistente grave, tratamiento de fondo (del)","ASMA PERSISTENTE GRAVE, TRATAMIENTO DE FONDO (DEL)"
"33304","Asma persistente leve, tratamiento de fondo (del)","ASMA PERSISTENTE LEVE, TRATAMIENTO DE FONDO (DEL)"
"33314","Asma persistente leve a moderada, tratamiento de fondo asociado (del)","ASMA PERSISTENTE LEVE A MODERADA, TRATAMIENTO DE FONDO ASOCIADO (DEL)"
"33334","Obstrucción bronquial en la mucoviscidosis","OBSTRUCCION BRONQUIAL EN LA MUCOVISCIDOSIS"
"33344","Tos durante endoscopias bronquiales, tratamiento complementario (contra la)","TOS DURANTE ENDOSCOPIAS BRONQUIALES, TRATAMIENTO COMPLEMENTARIO (CONTRA LA)"
"33354","Infección respiratoria recidivante, tratamiento preventivo (de la)","INFECCION RESPIRATORIA RECIDIVANTE, TRATAMIENTO PREVENTIVO (DE LA)"
"33364","Bronquitis aguda benigna, tratamiento complementario (de la)","BRONQUITIS AGUDA BENIGNA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
