"cim10id","parentid","code","name"
"9520","9518","N36.1","Divertículo uretral"
"9521","9518","N36.2","Carúncula uretral"
"9522","9518","N36.3","Prolapso de la mucosa uretral"
"9523","9518","N36.8","Otros trastornos especificados de uretra"
"9524","9518","N36.9","Trastorno de uretra, no especificado"
"9525","9490","N37","Trastornos de uretra en enfermedades clasificadas bajo otro concepto"
"9526","9525","N37.0","Uretritis en enfermedades clasificadas en otra parte"
"9527","9525","N37.8","Otros trastornos uretrales en enfermedades clasificadas en otra parte"
"9528","9490","N39","Otros trastornos del aparato urinario"
"9529","9528","N39.0","Infección de tracto urinario, localización no especificada"
"9530","9528","N39.1","Proteinuria persistente, no especificada"
"9531","9528","N39.2","Proteinuria ortostática, no especificada"
"9532","9528","N39.3","Incontinencia de esfuerzo (femenina) (masculina)"
"9533","9528","N39.4","Otros tipos especificados de incontinencia urinaria"
"9534","9528","N39.8","Otros trastornos especificados del aparato urinario"
"9535","9528","N39.9","Trastorno del aparato urinario, no especificado"
"9536","9537","N40","Hipertrofia de próstata"
"9537","16527","N40-N51","Enfermedades de los órganos genitales masculinos (N40-N51)"
"9538","9537","N41","Enfermedades inflamatorias de próstata"
"9539","9538","N41.0","Prostatitis aguda"
"9540","9538","N41.1","Prostatitis crónica"
"9541","9538","N41.2","Absceso de próstata"
"9542","9538","N41.3","Prostatocistitis"
"9543","9538","N41.8","Otras enfermedades inflamatorias de próstata"
"9544","9538","N41.9","Enfermedad inflamatoria de próstata, no especificada"
"9545","9537","N42","Otros trastornos de próstata y los no especificados"
"9546","9545","N42.0","Cálculo de próstata"
"9547","9545","N42.1","Congestión y hemorragia de próstata"
"9548","9545","N42.2","Atrofia de la próstata"
"9549","9545","N42.8","Otros trastornos especificados de próstata"
"9550","9545","N42.9","Trastorno de próstata, no especificado"
"9551","9537","N43","Hidrocele y espermatocele"
"9552","9551","N43.0","Hidrocele enquistado"
"9553","9551","N43.1","Hidrocele infectado"
"9554","9551","N43.2","Otros tipos de hidrocele"
"9555","9551","N43.3","Hidrocele, no especificado"
"9556","9551","N43.4","Espermatocele de epidídimo"
"9557","9537","N44","Trastornos no inflamatorios del testículo"
"9558","9537","N45","Orquitis y epididimitis"
"9559","9558","N45.0","Orquitis, epididimitis y orquiepididimitis con absceso"
"9560","9558","N45.9","Orquitis, epididimitis y orquiepididimitis sin absceso"
"9561","9537","N46","Infertilidad masculina"
"9562","9537","N47","Trastornos del prepucio"
"9563","9537","N48","Otros trastornos del pene"
"9564","9563","N48.0","Leucoplasia del pene"
"9565","9563","N48.1","Balanitis"
"9566","9563","N48.2","Otros trastornos inflamatorios del pene"
"9567","9563","N48.3","Priapismo"
"9568","9563","N48.4","Impotencia de origen orgánico"
"9569","9563","N48.5","Úlcera del pene"
"9570","9563","N48.6","Induración plástica del pene"
"9571","9563","N48.8","Otros trastornos especificados del pene"
"9572","9563","N48.9","Trastorno del pene, no especificado"
"9573","9537","N49","Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto"
"9574","9573","N49.0","Trastornos inflamatorios de vesícula seminal"
"9575","9573","N49.1","Trastornos inflamatorios de cordón espermático, túnica vaginal y conducto deferente"
"9576","9573","N49.2","Trastornos inflamatorios del escroto"
"9577","9573","N49.8","Trastornos inflamatorios de otros órganos genitales masculinos especificados"
"9578","9573","N49.9","Trastorno inflamatorio de órgano genital masculino no especificado"
"9579","9537","N50","Otros trastornos no especificados de los órganos genitales masculinos"
"9580","9579","N50.0","Atrofia testicular"
"9581","9579","N50.1","Trastornos vasculares de los órganos genitales masculinos"
"9582","9579","N50.8","Otros trastornos especificados de los órganos genitales masculinos"
"9583","9579","N50.9","Trastorno de órganos genitales masculinos, no especificados"
"9584","9537","N51","Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto"
"9585","9584","N51.0","Trastornos de próstata en enfermedades clasificadas en otra parte"
"9586","9584","N51.1","Trastornos del testículo y del epidídimo en enfermedades clasificadas en otra parte"
"9587","9584","N51.2","Balanitis en enfermedades clasificadas en otra parte"
"9588","9584","N51.8","Otros trastornos de los órganos genitales masculinos en enfermedades clasificadas en otra parte"
"9589","9597","N60","Displasia mamaria benigna"
"9590","9589","N60.0","Quiste solitario de mama"
"9591","9589","N60.1","Mastopatía quística difusa"
"9592","9589","N60.2","Fibroadenosis de mama"
"9593","9589","N60.3","Fibroesclerosis de mama"
"9594","9589","N60.4","Ectasia ductal de mama"
"9595","9589","N60.8","Otras displasias benignas de mama"
"9596","9589","N60.9","Displasia benigna no específicada de mama"
"9597","16527","N60-N64","Trastornos de la mama (N60-N64)"
"9598","9597","N61","Trastornos inflamatorios de mama"
"9599","9597","N62","Hipertrofia mamaria"
"9600","9597","N63","Masa o bulto no especificado de mama"
"9601","9597","N64","Otros trastornos mamarios"
"9602","9601","N64.0","Fisura y fístula del pezón"
"9603","9601","N64.1","Necrosis grasa de mama"
"9604","9601","N64.2","Atrofia de mama"
"9605","9601","N64.3","Galactorrea no asociada al parto"
"9606","9601","N64.4","Mastodinia"
"9607","9601","N64.5","Otros signos y síntomas de mama"
"9608","9601","N64.8","Otros trastornos especificados de mama"
"9609","9601","N64.9","Trastorno de mama, no especificado"
"9610","9614","N70","Salpingitis y ooforitis"
"9611","9610","N70.0","Salpingitis y ooforitis agudaS"
"9612","9610","N70.1","Salpingitis y ooforitis crónicas"
"9613","9610","N70.9","Salpingitis y ooforitis, no especificadas"
"9614","16527","N70-N77","ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS (N70-N77)"
"9615","9614","N71","Enfermedad inflamatoria uterina, con excepción de cuello uterino"
"9616","9615","N71.0","Enfermedad inflamatoria aguda del útero"
"9617","9615","N71.1","Enfermedad inflamatoria crónica del útero"
"9618","9615","N71.9","Enfermedad inflamatoria del útero, no especificada"
"9619","9614","N72","Enfermedad inflamatoria del cuello uterino"
"9620","9614","N73","Otras enfermedades inflamatorias pélvicas femeninas"
"9621","9620","N73.0","Parametritis y celulitis pélvica agudas"
"9622","9620","N73.1","Parametritis y celulitis pélvica crónicas"
"9623","9620","N73.2","Parametritis y celulitis pélvica no especificadas"
"9624","9620","N73.3","Peritonitis pélvica aguda femenina"
"9625","9620","N73.4","Peritonitis pélvica crónica femenina"
"9626","9620","N73.5","Peritonitis pélvica femenina no especificada"
"9627","9620","N73.6","Adherencias de peritoneo pélvico femenino (postinfecciosas)"
"9628","9620","N73.8","Otros tipos especificados de enfermedades inflamatorias pélvicas femeninas"
"9629","9620","N73.9","Enfermedad inflamatoria pélvica femenina, no especificada"
"9630","9614","N74","Trastornos inflamatorios pélvicos en enfermedades clasificadas bajo otro concepto"
"9631","9630","N74.0","Infección tuberculosa del cuello del útero (A18.1†)"
"9632","9630","N74.1","Enfermedad inflamatoria pélvica femenina por tuberculosis (A18.1†)"
"9633","9630","N74.2","Enfermedad inflamatoria pélvica femenina por sífilis (A51.4†, A52.7†)"
"9634","9630","N74.3","Enfermedad inflamatoria pélvica femenina por gonococos (A54.2†)"
"9635","9630","N74.4","Enfermedad inflamatoria pélvica femenina por clamidias (A56.1†)"
"9636","9630","N74.8","Trastornos inflamatorios pélvicos femeninos en otras enfermedades clasificadas en otra parte"
"9637","9614","N75","Enfermedades de la glándula de Bartolino"
"9638","9637","N75.0","Quiste de la glándula de Bartolino"
"9639","9637","N75.1","Absceso de la glándula de Bartolino"
"9640","9637","N75.8","Otras enfermedades de la glándula de Bartolino"
"9641","9637","N75.9","Enfermedad de la glándula de Bartolino, no especificada"
"9642","9614","N76","Otros tipos de inflamación vaginal y vulvar"
"9643","9642","N76.0","Vaginitis aguda"
"9644","9642","N76.1","Vaginitis subaguda y crónica"
"9645","9642","N76.2","Vulvitis aguda"
"9646","9642","N76.3","Vulvitis subaguda y crónica"
"9647","9642","N76.4","Absceso vulvar"
"9648","9642","N76.5","Ulceración de vagina"
"9649","9642","N76.6","Ulceración de vulva"
"9650","9642","N76.8","Otras inflamaciones especificadas de vagina y vulva"
"9651","9614","N77","Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto"
"9652","9651","N77.0","Ulceración de la vulva por otras enfermedades clasificadas bajo otro concepto"
"9653","9651","N77.1","Vaginitis, vulvitis y vulvovaginitis en enfermedades clasificadas bajo otro concepto"
"9654","9651","N77.8","Ulceración e inflamación vulvovaginal en otras enfermedades clasificadas en otra parte"
"9655","9665","N80","Endometriosis"
"9656","9655","N80.0","Endometriosis del útero"
"9657","9655","N80.1","Endometriosis del ovario"
"9658","9655","N80.2","Endometriosis de la trompa de Falopio"
"9659","9655","N80.3","Endometriosis del peritoneo pélvico"
"9660","9655","N80.4","Endometriosis del tabique rectovaginal y vagina"
"9661","9655","N80.5","Endometriosis intestinal"
"9662","9655","N80.6","Endometriosis en cicatriz cutánea"
"9663","9655","N80.8","Otros tipos de endometriosis"
"9664","9655","N80.9","Endometriosis, no especificada"
"9665","16527","N80-N98","TRASTORNOS NO INFLAMATORIOS DEL TRACTO GENITAL FEMENINO (N80-N98)"
"9666","9665","N81","Prolapso genital femenino"
"9667","9666","N81.0","Uretrocele"
"9668","9666","N81.1","Cistocele"
"9669","9666","N81.2","Prolapso uterovaginal incompleto"
"9670","9666","N81.3","Prolapso uterovaginal completo"
"9671","9666","N81.4","Prolapso uterovaginal, no especificado"
"9672","9666","N81.5","Enterocele vaginal"
"9673","9666","N81.6","Rectocele"
"9674","9666","N81.8","Otros tipos de prolapso genital femenino"
"9675","9666","N81.9","Prolapso genital femenino, no especificado"
"9676","9665","N82","Fístulas con afectación del tracto genital femenino"
"9677","9676","N82.0","Fístula vesicovaginal"
"9678","9676","N82.1","Otras fístulas de tracto urinario-genital femenino"
"9679","9676","N82.2","Fístula de vagina al intestino delgado"
"9680","9676","N82.3","Fístula de vagina al intestino grueso"
"9681","9676","N82.4","Otras fístulas entre intestino y tracto genital femenino"
"9682","9676","N82.5","Fístulas entre tracto genital femenino y piel"
"9683","9676","N82.8","Otras fístulas del tracto genital femenino"
"9684","9676","N82.9","Fístulas del tracto genital femenino, no especificadas"
"9685","9665","N83","Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho"
"9686","9685","N83.0","Quiste folicular de ovario"
"9687","9685","N83.1","Quiste de cuerpo lúteo"
"9688","9685","N83.2","Otros quistes ováricos y los no especificados"
"9689","9685","N83.3","Atrofia adquirida del ovario y de trompa de Falopio"
"9690","9685","N83.4","Prolapso y hernia del ovario y de la trompa de Falopio"
"9691","9685","N83.5","Torsión del ovario, pedículo ovárico y trompa de Falopio"
"9692","9685","N83.6","Hematosalpinx"
"9693","9685","N83.7","Hematoma del ligamento ancho"
"9694","9685","N83.8","Otros trastornos no inflamatorios de ovario, trompa de Falopio y ligamento ancho"
"9695","9685","N83.9","Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho, no especificados"
"9696","9665","N84","Pólipo del tracto genital femenino"
"9697","9696","N84.0","Pólipo del cuerpo uterino"
"9698","9696","N84.1","Pólipo del cuello del útero"
"9699","9696","N84.2","Pólipo de vagina"
"9700","9696","N84.3","Pólipo de vulva"
"9701","9696","N84.8","Pólipos de otras partes del tracto genital femenino"
"9702","9696","N84.9","Pólipo del tracto genital femenino, no especificado"
"9703","9665","N85","Otros trastornos no inflamatorios del útero, con excepción del cervix "
"9704","9703","N85.0","Hiperplasia endometrial"
"9705","9703","N85.1","Hiperplasia adenomatosa del endometrio"
"9706","9703","N85.2","Hipertrofia del útero"
"9707","9703","N85.3","Subinvolucion del útero"
"9708","9703","N85.4","Mala posición del útero"
"9709","9703","N85.5","Inversión del útero"
"9710","9703","N85.6","Sinequias intrauterinas"
"9711","9703","N85.7","Hematometra"
"9712","9703","N85.8","Otros trastornos no inflamatorios especificados del útero"
"9713","9703","N85.9","Trastorno uterino no inflamatorio, no especificado"
"9714","9665","N86","Erosión y ectropión del cervix "
"9715","9665","N87","Displasia del cuello uterino"
"9716","9715","N87.0","Displasia cervical leve"
"9717","9715","N87.1","Displasia cervical moderada"
"9718","9715","N87.2","Displasia cervical severa, no clasificada en otra parte"
"9719","9715","N87.9","Displasia del cervix, no especificada"
"9720","9665","N88","Otros trastornos no inflamatorios del cervix "
"9721","9720","N88.0","Leucoplasia del cervix "
"9722","9720","N88.1","Desgarro antiguo del cervix "
"9723","9720","N88.2","Estrechez y estenosis del cuello del útero"
"9724","9720","N88.3","Incompetencia del cuello uterino"
"9725","9720","N88.4","Elongación hipertrófica del cervix "
"9726","9720","N88.8","Otros trastornos no inflamatorios especificados del cervix "
"9727","9720","N88.9","Trastornos no inflamatorios del cervix, no especificados"
"9728","9665","N89","Otros trastornos no inflamatorios de vagina"
"9729","9728","N89.0","Displasia vaginal leve"
"9730","9728","N89.1","Displasia vaginal moderada"
"9731","9728","N89.2","Displasia vaginal severa, no clasificada en otra parte"
"9732","9728","N89.3","Displasia de vagina, no especificada"
"9733","9728","N89.4","Leucoplasia de vagina"
"9734","9728","N89.5","Estenosis y atresia de vagina"
"9735","9728","N89.6","Anillo himeneal estrecho"
"9736","9728","N89.7","Hematocolpos"
"9737","9728","N89.8","Otros trastornos no inflamatorios especificados de vagina"
"9738","9728","N89.9","Trastornos no inflamatorios de vagina, no especificados"
"9739","9665","N90","Otros trastornos no inflamatorios de vulva y periné"
"9740","9739","N90.0","Displasia vulvar leve"
"9741","9739","N90.1","Displasia vulvar moderada"
"9742","9739","N90.2","Displasia vulvar severa, no clasificada en otra parte"
"9743","9739","N90.3","Displasia de vulva, no especificada"
"9744","9739","N90.4","Leucoplasia de vulva"
"9745","9739","N90.5","Atrofia de vulva"
"9746","9739","N90.6","Hipertrofia de vulva"
"9747","9739","N90.7","Quiste de vulva"
"9748","9739","N90.8","Otros trastornos no inflamatorios especificados de vulva y periné"
"9749","9739","N90.9","Trastornos no inflamatorios de vulva y periné, no especificados"
"9750","9665","N91","Menstruación ausente, escasa e infrecuente"
"9751","9750","N91.0","Amenorrea primaria"
"9752","9750","N91.1","Amenorrea secundaria"
"9753","9750","N91.2","Amenorrea, no especificada"
"9754","9750","N91.3","Oligomenorrea primaria"
"9755","9750","N91.4","Oligomenorrea secundaria"
"9756","9750","N91.5","Oligomenorrea, no especificada"
"9757","9665","N92","Menstruación excesiva, frecuente e irregular"
"9758","9757","N92.0","Menstruación excesiva y frecuente con ciclo regular"
"9759","9757","N92.1","Menstruación excesiva y frecuente con ciclo irregular"
"9760","9757","N92.2","Menstruación excesiva en pubertad"
"9761","9757","N92.3","Sangrado de ovulación"
"9762","9757","N92.4","Sangrado excesivo en periodo premenopáusico"
"9763","9757","N92.5","Otras menstruaciones irregulares especificadas"
"9764","9757","N92.6","Menstruación irregular, no especificada"
"9765","9665","N93","Otro tipo de sangrado anormal uterino y vaginal"
"9766","9765","N93.0","Sangrado poscoital y de contacto"
"9767","9765","N93.8","Otro tipo especificado de sangrado anormal uterino y vaginal"
"9768","9765","N93.9","Hemorragia vaginal y uterina anormal, no especificada"
"9769","9665","N94","Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual"
"9770","9769","N94.0","Dolor intermenstrual [mittelschmerz]"
"9771","9769","N94.1","Dispareunia"
"9772","9769","N94.2","Vaginismo"
"9773","9769","N94.3","Síndrome de tensión premenstrual"
"9774","9769","N94.4","Dismenorrea primaria"
"9775","9769","N94.5","Dismenorrea secundaria"
"9776","9769","N94.6","Dismenorrea, no especificada"
"9777","9769","N94.8","Otras afecciones especificadas asociadas a órganos genitales femeninos y al ciclo menstrual"
"9778","9769","N94.9","Afecciones no especificadas asociadas a órganos genitales femeninos y al ciclo menstrual"
"9779","9665","N95","Trastornos menopáusicos y perimenopáusicos"
"9780","9779","N95.0","Hemorragia posmenopáusica"
"9781","9779","N95.1","Estados de menopausia y climaterio femeninos"
"9782","9779","N95.2","Vaginitis atrófica posmenopáusica"
"9783","9779","N95.3","Estados asociados con menopausia artificial"
"9784","9779","N95.8","Otros trastornos menopáusicos y perimenopáusicos especificados"
"9785","9779","N95.9","Trastorno menopáusico y perimenopáusico no especificado"
"9786","9665","N96","Pérdida repetida de embarazo"
"9787","9665","N97","Infertilidad femenina"
"9788","9787","N97.0","Infertilidad femenina asociada a falta de ovulación"
"9789","9787","N97.1","Infertilidad femenina de origen tubárico"
"9790","9787","N97.2","Infertilidad femenina de origen uterino"
"9791","9787","N97.3","Infertilidad femenina de origen cervical"
"9792","9787","N97.4","Infertilidad femenina asociada con factores masculinos"
"9793","9787","N97.8","Infertilidad femenina de otro origen"
"9794","9787","N97.9","Infertilidad femenina, no especificada"
"9795","9665","N98","Complicaciones asociadas a la fecundación artificial"
"9796","9795","N98.0","Infección asociada a inseminación artificial"
"9797","9795","N98.1","Hiperestimulación de ovarios"
"9798","9795","N98.2","Complicaciones de intento de introducción de óvulo fecundado después de fertilización in vitro"
"9799","9795","N98.3","Complicaciones de intento de introducción de embriones en transferencia de embriones"
"9800","9795","N98.8","Otras complicaciones asociadas a la fecundación artificial"
"9801","9795","N98.9","Complicación asociada a la fecundación artificial, no especificada"
"9802","9811","N99","Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto"
"9803","9802","N99.0","Fallo renal (agudo) (crónico) posprocedimiento"
"9804","9802","N99.1","Estenosis uretral posprocedimiento"
"9805","9802","N99.2","Adherencias vaginales posprocedimiento"
"9806","9802","N99.3","Prolapso de cúpula vaginal posthisterectomía"
"9807","9802","N99.4","Adherencias peritoneales pélvicas posprocedimiento"
"9808","9802","N99.5","Complicaciones de estoma del tracto urinario"
"9809","9802","N99.8","Otras complicaciones y trastornos intraperatorios y posprocedimiento del aparato genitourinario"
"9810","9802","N99.9","Trastorno no especificado del sistema genitourinario consecutivo a procedimientos"
"9811","16527","N99-N99","COMPLICACIONES Y TRASTORNOS INTRAOPERATORIOS Y POSPROCEDIMIENTO DE APARATO GENITOURINARIO, NO CLASIFICADOS BAJO OTRO CONCEPTO (N99)"
"9812","9818","O00","Embarazo ectópico"
"9813","9812","O00.0","Embarazo abdominal"
"9814","9812","O00.1","Embarazo tubárico"
"9815","9812","O00.2","Embarazo ovárico"
"9816","9812","O00.8","Otro embarazo ectópico"
"9817","9812","O00.9","Embarazo ectópico, no especificado"
"9818","16529","O00-O08","EMBARAZO CON RESULTADO ABORTIVO (O00-O08)"
"9819","9818","O01","Mola hidatiforme"
"9820","9819","O01.0","Mola hidatiforme clásica"
"9821","9819","O01.1","Mola hidatiforme incompleta o parcial"
"9822","9819","O01.9","Mola hidatiforme, no especificada"
"9823","9818","O02","Otros productos anormales de la concepción"
"9824","9823","O02.0","Huevo huero y mola no hidatidiforme"
"9825","9823","O02.1","Aborto retenido"
"9826","9823","O02.8","Otros productos anormales especificados de la concepción"
"9827","9823","O02.9","Producto anormal de la concepción, no especificado"
"9828","9818","O03","Aborto espontáneo"
"9829","9828","O03.0","Infección pélvica y del tracto genital después de un aborto espontáneo incompleto"
"9830","9828","O03.1","Hemorragia tardía o excesiva después de un aborto espontáneo incompleto"
"9831","9828","O03.2","Embolia después de un aborto espontáneo incompleto"
"9832","9828","O03.3","Otras complicaciones y complicaciones no especificadas después de un aborto espontáneo incompleto"
"9833","9828","O03.4","Aborto espontáneo incompleto sin complicaciones"
"9834","9828","O03.5","Infección pélvica y del tracto genital después de un aborto espontáneo completo o no especificado"
"9835","9828","O03.6","Hemorragia tardía o excesiva después de un aborto espontáneo completo o no especificado"
"9836","9828","O03.7","Embolia después de un aborto espontáneo completo o no especificado"
"9837","9828","O03.8","Otras complicaciones y complicaciones no especificadas después de un aborto espontáneo completo o no especificado"
"9838","9828","O03.9","Aborto espontáneo completo o no especificado sin complicación"
"9839","9818","O04","Complicaciones después de interrupción (inducida) del embarazo"
"9840","9839","O04.0","Incompleto, complicado con infección genital y pelviana"
"9841","9839","O04.1","Incompleto, complicado por hemorragia excesiva o tardía"
"9842","9839","O04.2","Incompleto, complicado por embolia"
"9843","9839","O04.3","Incompleto, con otras complicaciones especificadas y las no especificadas"
"9844","9839","O04.4","Incompleto, sin complicación"
"9845","9839","O04.5","Infección pélvica y del tracto genital después interrupción (inducida) del embarazo"
"9846","9839","O04.6","Hemorragia tardía o excesiva después de interrupción (inducida) del embarazo"
"9847","9839","O04.7","Embolia después de interrupción (inducida) del embarazo"
"9848","9839","O04.8","Interrupción (inducida) del embarazo con otras complicaciones y complicaciones no especificadas"
"9849","9839","O04.9","Completo o no especificado, sin complicación"
"9850","9818","O05","Otro aborto"
"9851","9850","O05.0","Incompleto, complicado con infección genital y pelviana"
"9852","9850","O05.1","Incompleto, complicado por hemorragia excesiva o tardía"
"9853","9850","O05.2","Incompleto, complicado por embolia"
"9854","9850","O05.3","Incompleto, con otras complicaciones especificadas y las no especificadas"
"9855","9850","O05.4","Incompleto, sin complicación"
"9856","9850","O05.5","Completo o no especificado, complicado con infección genital y pelviana"
"9857","9850","O05.6","Completo o no especificado, complicado por hemorragia excesiva o tardía"
"9858","9850","O05.7","Completo o no especificado, complicado por embolia"
"9859","9850","O05.8","Completo o no especificado, con otras complicaciones especificadas y las no especificadas"
"9860","9850","O05.9","Completo o no especificado, sin complicación"
"9861","9818","O06","Aborto no especificado"
"9862","9861","O06.0","Incompleto, complicado con infección genital y pelviana"
"9863","9861","O06.1","Incompleto, complicado por hemorragia excesiva o tardía"
"9864","9861","O06.2","Incompleto, complicado por embolia"
"9865","9861","O06.3","Incompleto, con otras complicaciones especificadas y las no especificadas"
"9866","9861","O06.4","Incompleto, sin complicación"
"9867","9861","O06.5","Completo o no especificado, complicado con infección genital y pelviana"
"9868","9861","O06.6","Completo o no especificado, complicado por hemorragia excesiva o tardía"
"9869","9861","O06.7","Completo o no especificado, complicado por embolia"
"9870","9861","O06.8","Completo o no especificado, con otras complicaciones especificadas y las no especificadas"
"9871","9861","O06.9","Completo o no especificado, sin complicación"
"9872","9818","O07","Intento fallido de interrupción del embarazo"
"9873","9872","O07.0","Infección pélvica y del tracto genital después de intento fallido de interrupción del embarazo"
"9874","9872","O07.1","Hemorragia tardía o excesiva después de intento fallido de interrupción del embarazo"
"9875","9872","O07.2","Embolia después de intento fallido de interrupción del embarazo"
"9876","9872","O07.3","Intento fallido de interrupción del embarazo con otras complicaciones y complicaciones no especificadas"
"9877","9872","O07.4","Intento fallido de interrupción del embarazo sin complicaciones"
"9878","9872","O07.5","Otros intentos fallidos de aborto y los no especificados, complicados por infección genital y pelviana"
"9879","9872","O07.6","Otros intentos fallidos de aborto y los no especificados, complicados por hemorragia excesiva o tardía"
"9880","9872","O07.7","Otros intentos fallidos de aborto y los no especificados, complicados por embolia"
"9881","9872","O07.8","Otros intentos fallidos de aborto y los no especificados, con otras complicaciones y las no especificadas"
"9882","9872","O07.9","Otros intentos fallidos de aborto y los no especificados, sin complicación"
"9883","9818","O08","Complicaciones después de un embarazo ectópico y molar"
"9884","9883","O08.0","Infección pélvica y del tracto genital después de un embarazo ectópico y molar"
"9885","9883","O08.1","Hemorragia tardía o excesiva después de un embarazo ectópico y molar"
"9886","9883","O08.2","Embolia después de un embarazo ectópico y molar"
"9887","9883","O08.3","Shock después de un embarazo ectópico y molar"
"9888","9883","O08.4","Insuficiencia renal después de un embarazo ectópico y molar"
"9889","9883","O08.5","Trastornos metabólicos después de embarazo ectópico y molar"
"9890","9883","O08.6","Lesión de órganos y tejidos pélvicos después de embarazo ectópico y molar"
"9891","9883","O08.7","Otras complicaciones venosas después de un embarazo ectópico y molar"
"9892","9883","O08.8","Otras complicaciones después de un embarazo ectópico y molar"
"9893","9883","O08.9","Complicación no especificada después de un embarazo ectópico y molar"
"9894","9901","O10","Hipertensión preexistente que complica el embarazo, parto y puerperio"
"9895","9894","O10.0","Hipertensión esencial preexistente que complica el embarazo, parto y puerperio"
"9896","9894","O10.1","Enfermedad cardiaca hipertensiva preexistente que complica el embarazo, parto y puerperio"
"9897","9894","O10.2","Enfermedad renal crónica hipertensiva preexistente que complica el embarazo, parto y puerperio"
"9898","9894","O10.3","Enfermedad cardiaca y renal crónica hipertensiva preexistente que complica el embarazo, parto y puerperio"
"9899","9894","O10.4","Hipertensión secundaria preexistente que complica el embarazo, parto y puerperio"
"9900","9894","O10.9","Hipertensión preexistente no especificada que complica el embarazo, parto y puerperio"
"9901","16529","O10-O16","EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, PARTO Y PUERPERIO (O10-O16)"
"9902","9901","O11","Preeclampsia superpuesta a hipertensión preexistente"
"9903","9901","O12","Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión"
"9904","9903","O12.0","Edema gestacional"
"9905","9903","O12.1","Proteinuria gestacional"
"9906","9903","O12.2","Edema gestacional con proteinuria"
"9907","9901","O13","Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa"
"9908","9901","O14","Preeclampsia"
"9909","9908","O14.0","Preeclampsia leve a moderada"
"9910","9908","O14.1","Preeclampsia grave"
"9911","9908","O14.9","Preeclampsia no especificada"
"9912","9901","O15","Eclampsia"
"9913","9912","O15.0","Eclampsia en el embarazo"
"9914","9912","O15.1","Eclampsia en el trabajo de parto"
"9915","9912","O15.2","Eclampsia en el puerperio"
"9916","9912","O15.9","Eclampsia, en período de tiempo no especificado"
"9917","9901","O16","Hipertensión materna no especificada"
"9918","9922","O20","Hemorragia en la fase temprana del embarazo"
"9919","9918","O20.0","Amenaza de aborto"
"9920","9918","O20.8","Otras hemorragias en la fase temprana del embarazo"
"9921","9918","O20.9","Hemorragia en la fase temprana del embarazo, no especificada"
"9922","16529","O20-O29","OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO (O20-O29)"
"9923","9922","O21","Vómitos excesivos en el embarazo"
"9924","9923","O21.0","Hiperemesis gravídica leve"
"9925","9923","O21.1","Hiperemesis gravídica con trastornos metabólicos"
"9926","9923","O21.2","Vómitos en la fase tardía del embarazo"
"9927","9923","O21.8","Otros vómitos que complican el embarazo"
"9928","9923","O21.9","Vómitos del embarazo, no especificados"
"9929","9922","O22","Complicaciones venosas y hemorroides en el embarazo"
"9930","9929","O22.0","Venas varicosas en extremidades inferiores en el embarazo"
"9931","9929","O22.1","Varices genitales en el embarazo"
"9932","9929","O22.2","Tromboflebitis superficial en el embarazo"
"9933","9929","O22.3","Flebotrombosis profunda en el embarazo"
"9934","9929","O22.4","Hemorroides en el embarazo"
"9935","9929","O22.5","Trombosis venosa cerebral en el embarazo"
"9936","9929","O22.8","Otras complicaciones venosas en el embarazo"
"9937","9929","O22.9","Complicación venosa en el embarazo, no especificada"
"9938","9922","O23","Infecciones del tracto genitourinario en el embarazo"
"9939","9938","O23.0"," Infecciones renales en el embarazo"
"9940","9938","O23.1","Infecciones de la vejiga en el embarazo"
"9941","9938","O23.2","Infecciones de la uretra en el embarazo"
"9942","9938","O23.3","Infección de otras partes del tracto urinario en el embarazo"
"9943","9938","O23.4","Infección no especificada del tracto urinario en el embarazo"
"9944","9938","O23.5","Infecciones del tracto genital en el embarazo"
"9945","9938","O23.9","Infección del tracto genitourinario no especificada en el embarazo"
"9946","9922","O24","Diabetes mellitus en el embarazo, parto y puerperio"
"9947","9946","O24.0","Diabetes mellitus preexistente, tipo 1, en el embarazo, parto y puerperio"
"9948","9946","O24.1","Diabetes mellitus preexistente, tipo 2, en el embarazo, parto y puerperio"
"9949","9946","O24.2","Diabetes mellitus preexistente relacionada con desnutrición, en el embarazo"
"9950","9946","O24.3","Diabetes mellitus preexistente no especificada en el embarazo, parto y puerperio"
"9951","9946","O24.4","Diabetes mellitus gestacional"
"9952","9946","O24.9","Diabetes mellitus no especificada en el embarazo, parto y puerperio"
"9953","9922","O25","Desnutrición en el embarazo, parto y puerperio"
